Description	Alu-intron	Alu-nearest_tss	Alu-5kb_outside_upstream	Alu-5kb	L1-intron	L1-nearest_tss	L1-5kb_outside_upstream	L1-5kb
neuron recognition	-1.632524074	-0.388018346	-0.08896848	-6.717488809	-3.512419257	-0.922025978	-0.095566918	-3.233420984
neuron-neuron synaptic transmission	-3.091797327	-0.947167679	-0.349535617	-6.092985549	-2.073988457	-0.487655147	0.00397665	-2.161631819
neuronal action potential	-1.368877761	-1.553091723	-2.09460735	-2.384117455	-0.582503663	-0.203657917	-0.134852156	-0.11557615
neuropeptide signaling pathway	-5.609528884	-2.870055024	-2.608536122	-4.276418943	0.000565581	0.137606064	0.101138205	-0.933890032
neurotransmitter secretion	-0.539058194	0.009520089	0.024444138	-1.059178036	-3.439886131	-2.789975844	-0.321416928	-3.214972537
neurotransmitter transport	-3.063431271	-1.126023995	-0.930656301	-3.807302599	-4.480973214	-2.938597698	-0.13986358	-3.337729605
nitric oxide mediated signal transduction	-1.246322114	-1.954925366	-1.926786752	-2.904722551	-0.618201183	-0.152048277	-0.014151389	-0.712889889
norepinephrine transport	-2.023991314	-3.259910637	-2.584212491	-2.542679639	-0.384044506	0.009680077	0.310747987	-1.054207473
Notch signaling pathway	-1.329054002	-0.592181262	-0.077776096	-2.49824651	-2.298338386	-2.27086893	-0.623517004	-1.46305703
notochord development	-0.020143071	0.169838755	0.121084005	-0.087237692	-1.406100891	-1.910491434	-1.142790867	-1.969399525
nuclear chromosome segregation	6.509008331	8.492583239	5.931972303	8.880786915	3.936159842	1.038753677	0.893855241	2.310326361
nuclear DNA replication	1.430228956	1.576919745	1.149253634	2.059099282	0.877956525	0.052718783	-0.018892086	0.439419832
nuclear envelope disassembly	2.285796707	2.180857376	1.696912983	2.65999473	0.465403906	0.156529988	0.244209334	0.526620868
nuclear envelope organization	2.605782804	2.676927098	3.312275669	3.61462163	0.282466567	0.031829387	0.350286356	0.186627673
nuclear export	3.950736202	4.92372985	3.835740079	4.951234686	0.986304234	-0.05175788	0.004406237	0.555472925
nuclear import	2.022653469	2.63614253	2.549147466	1.23846052	-1.195735942	-1.492050509	-0.146114612	-1.595446155
nuclear transport	4.284125898	6.425216534	5.90591523	3.828656068	-0.198517913	-1.269428049	-0.133672409	-0.517922297
nuclear-transcribed mRNA catabolic process	7.643722596	10.08090056	5.221554296	12.31357538	0.164943951	-0.297597794	-0.101138205	-0.109655316
"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	2.222957505	3.121164337	2.296121719	3.050660451	-0.020905195	-0.701037852	-0.125621258	-0.400379869
"nuclear-transcribed mRNA catabolic process, exonucleolytic"	1.362865069	1.322063432	0.42049954	2.421612941	0.25413907	-0.041437268	0.265518844	-0.006332652
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	6.171788003	6.811920926	2.752930705	9.90766121	0.26314099	-0.068071359	-0.213224183	0.048398741
nucleic acid phosphodiester bond hydrolysis	2.877473371	3.113442727	1.50619038	6.198218082	2.515741489	0.964906438	0.158947713	1.390688425
nucleic acid transport	4.321650185	5.438754817	3.557322038	4.951870181	1.119190632	0.072551343	-0.029805896	0.823283255
nucleobase-containing compound catabolic process	6.442880887	9.247440367	5.065896325	11.7974665	0.285783371	-0.241750288	-0.086351696	-0.099718582
nucleobase-containing compound transport	4.531094401	6.354396773	4.294189839	5.487146336	0.8935072	-0.046887906	-0.015211954	0.529225554
nucleocytoplasmic transport	4.661818922	6.758719058	5.90591523	4.247709656	-0.201320351	-1.205639017	-0.102994925	-0.523493541
nucleoside biosynthetic process	1.696340072	1.647164567	0.486408491	3.620953921	-0.062480218	-0.169411939	0.028397681	0.047427307
nucleoside metabolic process	4.606475871	4.424319866	1.910630099	8.337516618	0.293304089	0.215030189	0.109862596	0.660411039
nucleoside monophosphate metabolic process	5.065821023	4.913915156	2.453158124	7.837809846	0.299286185	0.274643989	0.21852504	0.170980597
nucleoside triphosphate biosynthetic process	2.115924756	1.96403621	0.788264061	2.387891535	-0.068875535	-0.1694842	-0.057935489	-0.016225929
nucleoside triphosphate metabolic process	4.937476851	4.932693797	1.963966848	8.2881391	0.013888977	0.061702652	0.120518865	0.049494463
nucleosome assembly	0.785830936	0.162479449	0.381186634	0.643854654	1.923318656	1.333277545	0.510745353	2.598609694
nucleosome organization	1.92685748	0.932078575	1.385620094	1.099073824	0.843007666	0.424615622	0.254057576	1.358475377
nucleotide-excision repair	3.127767146	3.863693025	2.906134082	5.687537612	1.511064396	0.477067216	-0.090045629	1.869290792
nucleus organization	2.376922263	2.180857376	2.641890028	2.908456348	0.288916329	0.105751511	0.15942477	0.136596131
odontogenesis	-6.21296573	-1.570336282	-0.782538972	-10.03319503	-6.62538684	-5.261052557	-1.355297659	-5.843883747
odontogenesis of dentin-containing tooth	-3.171328596	-1.06641224	-0.566493794	-5.918337468	-3.761210222	-2.895968812	-0.593628999	-3.207683033
olfactory bulb development	-1.377583775	0.098927076	0.004009051	-3.319356136	-1.285887551	-0.755659307	-0.440755985	-2.302924007
olfactory lobe development	-1.599769258	0.054264081	-0.030598372	-3.575734162	-1.387389036	-0.876267408	-0.483759479	-2.354224279
oligodendrocyte differentiation	-1.667789726	-0.803939997	-0.389676298	-4.061818974	-3.157856558	-1.41222001	-0.233621568	-1.779426062
organ growth	-3.73074511	-0.918492016	-0.649360852	-7.078472664	-2.499940842	-1.502524043	-0.417816406	-3.348001485
organ induction	-2.928649093	-0.498997853	-0.277071252	-3.599132847	-0.649297241	-0.038967459	0.012465085	-1.758372034
organelle disassembly	1.370451334	1.582932134	1.631188093	1.935530248	0.83068386	0.003475185	0.025281132	0.179547914
organelle localization	1.9055556	4.876654625	3.47446566	3.377213169	-0.235145907	-0.829935373	0.012720048	-0.580483403
organelle transport along microtubule	1.523684772	3.056084185	2.826722774	1.940265093	-0.128971762	-0.092007427	-0.046993247	-0.31890035
organic acid transport	-3.146171882	-1.924343629	-1.878541743	-1.051967509	-0.114962835	-0.088269088	0.133672409	0.028780754
organic cyclic compound catabolic process	5.303066175	7.593902811	3.655175027	10.29417294	0.578118095	-0.015071965	0.06133153	0.047311214
organic hydroxy compound biosynthetic process	-2.389729363	-1.487938081	-1.150402157	-1.794927065	0.018332808	-0.145173719	-0.0764443	-0.030333023
organic hydroxy compound metabolic process	-3.543696229	-2.519261181	-2.835668675	-2.246833811	-0.159108516	-0.378279184	-0.217016817	-0.02355652
organic hydroxy compound transport	-2.215327094	-1.794804501	-1.280261376	-1.422950206	-1.191080403	-0.110372966	0.139814398	-0.626409984
ossification	-9.332215027	-2.497148933	-0.856819309	-12.70006615	-7.355616392	-4.161526654	-0.34881537	-8.428711927
osteoblast differentiation	-5.012772674	-0.810424257	-0.190601931	-6.911933083	-3.702033443	-2.221409381	-0.407203523	-3.329597292
outflow tract morphogenesis	-2.781890331	-0.40710763	-0.091517246	-7.761426621	-2.606315699	-2.41422379	-1.586659505	-5.486508463
oxidative phosphorylation	5.482959678	4.635926309	1.916836817	7.912231461	0.753864753	0.961828715	0.231816568	0.768287289
palate development	-5.750012231	-1.018687484	-0.502892007	-10.22308571	-3.355579235	-2.006504077	-0.201446383	-3.915793207
pallium development	-0.654410616	0.036609066	0.219968536	-1.875608375	-2.161385826	-0.749698562	-0.030698781	-2.65426169
pancreas development	-2.32709977	-0.053336177	0.08896848	-3.332431423	-1.414278652	-0.562216711	-0.053112183	-1.884154747
pattern specification process	-7.353154466	-2.145936292	-0.206111086	-19.71637449	-7.712549697	-4.05085088	-0.485499951	-7.379394473
patterning of blood vessels	-1.996929983	-0.341194676	-0.391669166	-1.891661139	-2.665790107	-1.332637547	-0.894113923	-1.890550355
peptide cross-linking	-3.424947439	-18.50868875	-10.10179018	-9.449115398	0.082915636	2.574679114	0.092644268	0.838514928
peptide hormone secretion	-3.922494671	-2.079115182	-1.094776746	-5.827663432	-2.275481538	-1.261999126	-0.322142751	-2.546159547
peptide secretion	-3.969947257	-2.180805665	-1.03936124	-5.755546443	-2.411842906	-1.447154328	-0.381833584	-2.818022023
peptide transport	-4.672085243	-2.49179477	-1.235247623	-6.509623842	-2.147852413	-1.269428049	-0.343567728	-2.486681281
peptidyl-lysine acetylation	1.849289682	2.827934979	3.003819992	1.44064101	0.106546939	0.178412844	0.132192891	-0.08416596
peptidyl-lysine methylation	1.702385306	3.783080527	4.897179847	1.140437479	-0.311094553	-1.13934719	-0.574468384	-0.424192299
peptidyl-lysine modification	6.843242638	10.16489662	9.473026569	5.872418719	1.329575198	0.095633529	0.012720048	0.048306121
peptidyl-tyrosine modification	-1.046109314	0.021676765	0.334946555	-1.909240899	-6.231078864	-4.295161871	-0.436538791	-4.652487256
peptidyl-tyrosine phosphorylation	-1.201780216	-0.00500729	0.291626697	-2.08105834	-6.449630733	-4.452666024	-0.448537836	-4.928265882
peripheral nervous system development	-1.770217121	-1.010508282	-0.106161913	-4.141759246	-3.740652823	-2.503967604	-0.79059301	-2.355143274
phenol-containing compound metabolic process	-1.504772199	-1.101566938	-2.237991265	-1.567209916	-0.588444762	-0.21236159	0.012465085	-0.985288429
phosphatidylinositol 3-kinase signaling	-1.142050863	0.122776408	0.124021851	-1.625519202	-2.073009076	-1.010794853	-0.189506406	-1.470828354
phosphatidylinositol-mediated signaling	-0.29524125	0.536082451	0.338491094	-0.672201506	-2.403136594	-1.985654732	-0.561335274	-1.517679508
pituitary gland development	-3.673644101	-1.881973259	-1.77137336	-7.150846915	-1.000871666	-1.321287678	-0.809253962	-2.982671591
plasma membrane organization	0.055685393	1.562658188	2.454584475	0.041963715	-1.793371202	-1.946416155	-0.321305965	-1.932213229
platelet degranulation	-3.395600011	-1.090919467	-0.405669072	-2.571963639	-1.990621293	-2.028080411	-0.244209334	-1.342423592
positive chemotaxis	-3.632581697	-0.83717319	-0.258297243	-3.24215787	-3.083850459	-1.341850704	-0.932867538	-1.358324726
positive regulation of actin filament polymerization	0.985304647	2.240885086	1.679089405	2.155162945	-0.065122224	-0.354699042	-0.046993247	0.026324005
positive regulation of angiogenesis	-0.941482143	-0.379871455	-0.405669072	-0.359354734	-1.646128151	-1.937192025	-0.758153585	-2.007808365
positive regulation of branching involved in ureteric bud morphogenesis	-1.787680475	-0.73649139	-0.394355267	-2.571963639	-0.82274375	-0.921293026	-0.41718717	-1.890550355
positive regulation of cardiac muscle tissue development	-0.467837213	0.062875567	0.014073866	-0.750688337	-2.466947688	-1.426630821	-0.26139094	-3.373811748
positive regulation of cardiac muscle tissue growth	-0.375406606	0.054264081	0.002543662	-0.800720753	-2.720548939	-1.376600609	-0.311143322	-3.115984753
positive regulation of cartilage development	-0.719869758	-0.479820465	-0.263057463	-2.263638131	-2.190888984	-2.288028279	-1.40217868	-1.104241859
positive regulation of catabolic process	1.120299705	3.556686834	3.257327658	3.373207809	-0.175777615	-0.995052575	-0.332027277	-0.45764297
positive regulation of cell adhesion	-2.370141109	-0.320980723	-0.530085077	-1.998467072	-2.741194417	-3.037774415	-0.284427895	-1.848771003
positive regulation of cell development	-0.458771132	0.138839244	0.725824645	-5.080428997	-11.43642313	-8.115844789	-1.217959737	-10.40158897
positive regulation of cell migration	-1.428842714	-0.125403439	0.199299643	-2.967493114	-6.492150579	-7.664143979	-2.349445369	-4.544633252
positive regulation of cell morphogenesis involved in differentiation	0.374092779	1.274305652	1.626032807	-0.605852484	-4.373689473	-1.770647844	-0.21852504	-2.018453205
positive regulation of cell motility	-1.449185306	-0.11326237	0.207183353	-2.927183343	-6.461491163	-6.439399077	-1.868436956	-4.583416478
positive regulation of cell projection organization	0.092512341	1.32191237	1.672698617	-1.112614434	-4.425935617	-3.966950464	-0.758153585	-4.040338874
positive regulation of cell-cell adhesion	-2.937174386	-0.703453488	-0.858363534	-1.345987657	-1.351875703	-1.126698294	-0.305418596	-1.016334775
positive regulation of cellular catabolic process	1.383944966	3.127323165	2.619923574	3.702166659	-0.166171736	-0.683542394	-0.199204648	-0.110831787
positive regulation of cellular component movement	-1.290526303	-0.078856499	0.197657127	-2.767773101	-6.611964259	-6.817059884	-1.921375985	-4.703244339
positive regulation of cellular protein localization	0.151932443	0.752044385	2.167577975	0.103556997	-1.522474846	-2.816209231	-0.095566918	-1.809798256
positive regulation of chondrocyte differentiation	-0.463503335	-0.109062255	-0.117938386	-1.099073824	-2.257932816	-2.509899326	-1.252037367	-1.338443165
positive regulation of chromatin organization	0.546923685	1.5342666	2.633331455	0.337800102	-1.533009573	-1.916031315	-0.436538791	-0.609321875
positive regulation of developmental growth	-0.035994615	0.310793313	0.569697697	-1.471479218	-3.857623279	-1.937178544	-0.222722398	-3.197855678
positive regulation of endocytosis	-0.075782824	0.144289276	0.135358773	-0.109284006	-2.012385395	-2.31699211	-0.631803096	-1.877513466
positive regulation of endothelial cell migration	-1.481934121	-0.106584464	-0.04486781	-2.168034521	-3.742802242	-3.268224766	-1.399195879	-2.629301278
positive regulation of epithelial cell migration	-0.748842857	0.000221512	0.034814267	-1.786660129	-3.130706017	-3.06327107	-0.638357518	-1.94480807
positive regulation of epithelial cell proliferation	-2.052209125	-0.420202106	-0.291626697	-2.194183445	-5.174812219	-3.138484225	-0.387354879	-2.850953179
positive regulation of epithelial to mesenchymal transition	-2.210604256	-0.205456733	-0.182521468	-2.447066207	-1.878713035	-0.549883511	-0.254057576	-0.655021438
positive regulation of ERK1 and ERK2 cascade	-1.577395028	-1.047933514	-0.342828708	-2.923314177	-2.353550362	-0.224993528	-0.118827086	-0.597848354
positive regulation of excitatory postsynaptic potential	-1.032621771	-0.408542055	0.03259425	-2.124139469	-2.259646827	-1.468636649	-0.046993247	-3.558196003
positive regulation of glial cell differentiation	-1.588396775	-0.558472568	-0.313218867	-2.828525097	-3.016174989	-1.840475459	-0.421615119	-1.363332961
positive regulation of gliogenesis	-1.065288625	-0.276544133	-0.119072372	-2.266324061	-1.902311955	-1.601786818	-0.566471669	-1.165767267
positive regulation of growth	0.002319352	0.478390957	0.941089236	-0.74049659	-3.584435006	-1.95432903	-0.163482942	-2.521787149
positive regulation of hemopoiesis	-2.160392241	-1.386865718	-0.768626132	-1.623207715	-1.457961908	-1.222913204	-0.99951052	-1.179546142
positive regulation of histone modification	0.596803993	1.545152277	2.519685223	0.35276333	-1.473028292	-1.457276871	-0.286814022	-0.531540405
positive regulation of kidney development	-3.757442625	-0.791087655	-0.279613499	-5.754968475	-2.348954636	-2.359020444	-0.843507516	-2.580545716
positive regulation of kinase activity	-1.477870045	0.072621579	0.311940576	-1.423172705	-3.524471114	-2.971035783	-0.122466549	-4.363361448
positive regulation of leukocyte differentiation	-1.992635488	-1.368600282	-0.798175911	-1.653203906	-0.397844301	-1.09368607	-1.268247127	-0.827050277
positive regulation of locomotion	-1.451662591	-0.1095348	0.219968536	-3.117667499	-6.475974602	-5.967458557	-1.532968622	-4.655570536
positive regulation of MAP kinase activity	-1.901497027	-0.066438772	0.16329274	-1.583127628	-2.169099874	-1.572800375	-0.111005112	-3.463276399
positive regulation of MAPK cascade	-4.637214189	-1.087241727	-0.164151286	-6.138803774	-4.358338164	-2.279356038	-0.178957035	-4.740495834
positive regulation of mesenchymal cell proliferation	-2.549674428	-0.665880868	-0.371127474	-4.886235348	-1.881174422	-0.875861027	-0.134426694	-1.579734075
positive regulation of mesonephros development	-1.31784995	-0.260100199	-0.10702406	-2.986415773	-1.285261507	-1.07883011	-0.50248429	-2.587604478
positive regulation of mitochondrion organization	1.286527449	1.855977445	1.417653044	1.436229579	0.025712096	-0.385422997	-0.08316823	-0.034996745
positive regulation of morphogenesis of an epithelium	-1.554002028	-0.149457288	-0.084231026	-2.738746571	-1.236792478	-0.920072625	-0.264852721	-2.057141922
positive regulation of mRNA metabolic process	0.598524111	1.591239187	2.71859401	1.006319011	-1.550041568	-0.992620348	-0.280410615	-0.935948813
positive regulation of multi-organism process	2.028587962	1.755377839	1.483438039	1.147177144	0.150750381	-0.061702652	0.082781705	-0.028741137
positive regulation of muscle organ development	-1.415450821	-0.163160693	-0.100368066	-2.819862721	-2.381375378	-1.266204906	-0.210026637	-3.866165754
positive regulation of muscle tissue development	-1.560043681	-0.181204089	-0.128054786	-2.996851518	-2.755535069	-1.39220223	-0.321316122	-4.029267975
positive regulation of myeloid cell differentiation	-1.067275393	-0.729881552	-0.53791408	-0.902100372	-1.985453255	-1.303389517	-1.415395076	-1.933955559
positive regulation of nervous system development	-1.799917386	-0.114825621	0.350404563	-10.01992945	-13.48390799	-9.279655483	-1.644407614	-13.8278673
positive regulation of neural precursor cell proliferation	-3.010399242	-1.102673416	-0.164619026	-3.36910926	-1.477117262	-1.327451959	-0.302520073	-0.961948009
positive regulation of neuroblast proliferation	-3.099715907	-1.309275188	-0.838575305	-2.781319228	-0.452839762	-0.175394465	-0.026377469	-0.161970602
positive regulation of neurogenesis	-0.603985226	0.087996008	0.609522065	-5.606235999	-9.75873924	-7.117273664	-1.268247127	-9.926659115
positive regulation of neuron differentiation	-0.075594308	0.401976935	0.77954914	-3.46053279	-6.80014367	-5.070646077	-1.116003727	-7.334155802
positive regulation of neuron projection development	0.223487341	1.203847982	1.310889079	-1.069234226	-4.879595214	-3.304053855	-0.664994071	-4.116495179
positive regulation of Notch signaling pathway	-2.029146562	-1.497708312	-0.91388762	-3.157682418	-2.203779385	-0.746238211	-0.610814334	-0.77471596
positive regulation of nucleocytoplasmic transport	0.022314452	0.400977144	0.550776225	-0.104021934	-1.692224089	-1.968683065	-0.175319167	-1.337802796
positive regulation of organ growth	-0.744712161	0.004989305	0.044832117	-1.754244237	-2.966011335	-0.981306294	-0.281815338	-2.909036887
positive regulation of organelle organization	1.021993985	3.489406148	3.232511598	2.122590674	-0.030921381	-0.666672287	0.008515438	-0.31890035
positive regulation of ossification	-5.333902964	-1.35439825	-0.90650982	-9.311907081	-2.154523836	-0.768840381	-0.083838756	-1.971380637
positive regulation of osteoblast differentiation	-4.330039054	-1.360524464	-0.628975393	-8.652400535	-1.050327593	-0.713734714	-0.126093059	-0.82050441
positive regulation of peptidyl-tyrosine phosphorylation	-2.338318924	-1.298625885	-1.054513816	-2.482588884	-3.102786929	-2.26769615	-0.319299601	-4.214592783
positive regulation of protein catabolic process	0.672714951	2.068906542	1.985389914	2.410576889	-0.002050557	-0.463493948	-0.18840336	-0.159950833
positive regulation of protein complex assembly	0.784077993	2.60816676	1.867788261	2.150553882	-0.060142103	-0.571866796	-0.039218137	-0.152014729
positive regulation of protein kinase activity	-1.435535149	0.127294902	0.412717356	-1.448746233	-3.302704746	-2.511183517	-0.101885173	-4.758478589
positive regulation of protein localization to nucleus	-0.039448081	0.113306235	0.271908594	-0.240859797	-2.309335652	-4.554636379	-0.577460748	-1.689356048
positive regulation of protein polymerization	1.033066752	2.265291706	1.94844184	2.125251837	-0.131044804	-0.48770449	-0.00879368	-0.06223159
positive regulation of protein serine/threonine kinase activity	-1.818857457	0.001939374	0.272238058	-1.415874052	-2.409490579	-1.795766311	-0.176395097	-3.606427074
positive regulation of protein tyrosine kinase activity	-2.227106844	-0.933995611	-0.205922735	-1.685981436	-0.81774959	-1.015876253	-0.04580428	-2.644619502
positive regulation of proteolysis	0.849898211	1.977800978	1.587819458	2.533952886	0.020885602	-0.272289182	0.020752533	0.10742368
positive regulation of proteolysis involved in cellular protein catabolic process	1.296716369	2.270369957	1.66581283	3.236037258	0.121236772	-0.050882491	0.024380908	0.219082335
positive regulation of response to external stimulus	-0.511684606	-1.727020943	-1.401594104	-1.632209829	-1.318818442	-0.532600171	-0.319902197	-0.088459007
positive regulation of secretion	-3.316954163	-1.529351235	-0.803698243	-1.693805259	-0.013888977	-0.263003897	-0.086120867	-0.315452074
positive regulation of skeletal muscle tissue development	-1.763910116	-1.098375403	-0.419636487	-4.01706735	-0.694670917	-0.221191718	-0.093976657	-1.526445231
positive regulation of stem cell proliferation	-1.630483432	-0.496979978	-0.147410308	-1.30927738	-2.307094139	-0.577834543	-0.02139695	-0.40862315
positive regulation of stress-activated MAPK cascade	-1.763879717	-0.259365605	0.013832981	-2.101414326	-1.473693095	-1.199352013	-0.192307692	-1.226810067
positive regulation of stress-activated protein kinase signaling cascade	-1.657461361	-0.208954894	0.042872589	-2.063370422	-1.321039815	-1.159450468	-0.21852504	-1.06813943
positive regulation of striated muscle tissue development	-1.415450821	-0.163160693	-0.100368066	-2.819862721	-2.381375378	-1.266204906	-0.210026637	-3.866165754
positive regulation of synapse assembly	-4.264805528	-2.225485389	-0.924222595	-11.92056296	-5.014376077	-1.710309603	-0.341006935	-3.56315665
positive regulation of synaptic transmission	-1.574239713	-0.180897424	0.095547445	-2.088760581	-1.701564987	-0.964906438	-0.13289784	-1.896952398
positive regulation of ubiquitin protein ligase activity	1.485463439	1.907846344	1.273331627	3.472845082	0.986400507	0.508727923	0.09349949	0.677313505
positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	1.449042403	1.795962788	1.053997713	3.621613284	1.011617696	0.433919941	0.05425911	0.646565157
positive regulation of vasculature development	-1.550293909	-0.667482465	-0.725824645	-0.772775651	-1.868027338	-2.064548388	-0.785791983	-2.212874832
positive regulation of viral life cycle	2.090305526	2.050190342	2.214612246	1.733173476	0.245366826	-0.067764819	0.229302695	-0.116592795
positive regulation of viral process	2.300953992	2.180857376	2.256241118	1.608917957	0.230174371	-0.059530863	0.228815863	-0.186584626
positive regulation of viral transcription	2.844015924	1.782670903	1.659331167	1.836833444	-0.569851504	-0.282905764	-0.014993936	-0.102147769
postreplication repair	1.567831618	1.839208302	1.011925027	2.956794965	0.900647438	0.31772129	0.070611196	1.76649575
posttranscriptional gene silencing	2.054012861	2.05486567	3.201010679	1.049930848	-0.081384444	-0.297598877	-0.183334988	-0.016893388
posttranscriptional gene silencing by RNA	2.054012861	2.05486567	3.201010679	1.049930848	-0.081384444	-0.297598877	-0.183334988	-0.016893388
posttranscriptional regulation of gene expression	6.129883789	11.30832752	11.90035519	9.527143606	-0.072127505	-1.427276524	-0.63069422	-0.141845706
potassium ion homeostasis	-1.352895112	-0.451121847	-0.33597672	-1.039577599	-2.545591719	-1.192548354	-0.569214571	-1.838111749
potassium ion import	-2.578367146	-2.488327523	-2.167577975	-2.79375297	-2.671951732	-3.026925616	-0.458519837	-3.990094975
potassium ion transmembrane transport	-6.450443203	-4.695196662	-4.290924196	-9.360056163	-2.955524294	-5.377095781	-1.154548448	-7.514393351
potassium ion transport	-7.47630688	-5.372490887	-4.454305211	-11.39542119	-2.369349488	-4.755375879	-0.739061148	-6.333276546
presynaptic process involved in chemical synaptic transmission	-0.586880539	-0.028933336	-0.058550233	-1.042667975	-3.740652823	-2.799618433	-0.281107084	-3.108480797
prostate gland development	-3.171328596	-1.544865051	-0.779737819	-4.25675126	-2.637716717	-0.932918301	-0.310747987	-1.674222248
prostate gland epithelium morphogenesis	-4.737963954	-2.396032084	-1.190529108	-7.667550187	-2.209931544	-0.918732726	-0.372552563	-1.24216207
prostate gland morphogenesis	-4.910314973	-2.671932276	-1.214271372	-7.745193205	-2.241431791	-0.875861027	-0.335191395	-1.448624464
proteasomal protein catabolic process	4.01432143	6.364339012	5.398336563	6.765089229	1.571695588	0.234575997	0.591881992	0.330168124
proteasome-mediated ubiquitin-dependent protein catabolic process	4.441782047	6.174401137	5.061871503	6.313013896	1.941965427	0.355577631	0.5317412	0.715437535
protein acetylation	2.278581182	3.011740515	3.113629627	1.824814029	0.212555011	0.225014593	0.182140036	-0.044803863
protein activation cascade	-2.391158315	-2.935868843	-1.773112663	-0.70454248	0.098469671	0.057475518	0.26406717	0.22523694
protein acylation	1.686229589	2.413163301	2.975150336	1.466618697	0.219688685	0.111652163	0.184544497	-0.185167435
protein alkylation	2.750484172	5.124668098	5.80564689	1.848405948	-0.084944533	-0.497405312	-0.323228656	-0.080723732
protein autophosphorylation	0.137004934	1.822378715	2.465354976	0.043130405	-1.638344037	-1.384908861	-0.021315126	-0.806018417
protein complex disassembly	2.074766911	2.043303281	1.138086798	2.573165072	0.084081004	-0.203657917	-0.054018539	-0.181497965
protein folding	2.258805509	1.8294985	1.169346546	3.937553779	0.335207586	-0.031425748	0.025281132	0.282103889
protein import	1.63032821	2.180857376	2.504418862	1.111446158	-1.028720994	-1.686182062	-0.193542068	-1.329859113
protein import into nucleus	1.258853094	1.847720476	2.496301199	0.515212541	-1.316789691	-1.682868407	-0.183334988	-1.508175016
protein K11-linked ubiquitination	2.115924756	1.977800978	2.041606153	1.066121636	0.061249565	-0.07445254	-0.12362024	0.499945025
protein K48-linked ubiquitination	1.532922508	1.68515719	1.370321567	1.112723465	0.179259007	-0.034272102	0.020218735	0.455363658
protein K63-linked ubiquitination	2.158113184	2.128762294	2.607121433	1.459742622	0.841786057	0.135678502	0.116810895	0.841375068
protein localization to cell periphery	0.360158935	2.189127047	3.150934329	0.577692757	-1.10875186	-0.9532949	-0.021544517	-1.80129127
protein localization to endoplasmic reticulum	5.56458481	5.462577796	1.834550877	9.122773178	0.105817185	-0.269485305	-0.133672409	-0.03917998
protein localization to membrane	2.545931462	6.03272301	4.44405313	3.946870144	-1.5592819	-1.285171176	-0.029805896	-2.36720064
protein localization to mitochondrion	1.633204987	1.570336282	1.797314088	1.466553361	0.175287114	-0.261865507	0.1155295	-0.135734959
protein localization to nucleus	1.531183162	2.270369957	3.423306888	0.865040686	-2.251683288	-4.245478796	-0.5317412	-2.414791243
protein localization to plasma membrane	0.345333444	2.240885086	3.299978424	0.454051791	-0.95986075	-1.015641946	-0.093976657	-1.441029292
protein methylation	2.750484172	5.124668098	5.80564689	1.848405948	-0.084944533	-0.497405312	-0.323228656	-0.080723732
protein polymerization	0.962402161	2.056582273	1.672698617	1.378811407	-0.205090602	-0.687507489	-0.012223923	-0.253247427
protein polyubiquitination	3.717755898	6.615272989	5.281401528	5.4188995	1.27679539	0.066040075	-0.012465085	1.034072372
protein secretion	-3.757655519	-2.363154672	-1.173053057	-4.614017318	-1.089970782	-1.586583934	-0.816211459	-1.630170006
protein sumoylation	3.476030659	4.364074037	2.990683854	3.67246766	2.398517338	0.422994473	0.154472371	0.972971587
protein targeting to ER	4.900167765	4.739054778	1.106508422	9.102061326	-0.181344277	-0.266069863	-0.153126318	-0.023141669
protein targeting to membrane	2.791038608	2.789207975	0.926493981	5.123514959	-0.305386366	-0.224705209	0.001603555	-0.270662033
protein targeting to nucleus	1.258853094	1.847720476	2.496301199	0.515212541	-1.316789691	-1.682868407	-0.183334988	-1.508175016
protein ubiquitination involved in ubiquitin-dependent protein catabolic process	3.261041589	5.584185754	3.915213437	5.118002365	0.637949678	0.018210899	-0.008515438	1.579734075
protein-DNA complex assembly	2.41671769	1.55283972	1.249067107	2.57991135	3.232647312	2.711224297	0.553508401	4.26024049
protein-DNA complex subunit organization	3.695290659	2.749509288	2.47351117	3.148663823	2.096037819	1.489845518	0.367061636	2.964973405
proximal/distal pattern formation	-3.804916454	-3.254814113	-0.994792304	-7.724325814	-1.81480923	-0.563095048	-0.075228335	-2.299907652
purine nucleoside biosynthetic process	1.553175975	1.600054363	0.522083578	3.119230294	-0.094259341	-0.336895969	-0.012465085	-0.009023943
purine nucleoside metabolic process	4.06642696	4.10670938	1.761146773	7.259749749	0.213552163	0.14690171	0.078192851	0.403230516
purine nucleoside monophosphate metabolic process	4.779229558	4.64189653	2.396751204	7.262828003	0.246000586	0.26987312	0.191822888	0.078173526
purine nucleoside triphosphate biosynthetic process	2.300953992	1.692180901	0.477978634	2.471458619	-0.060142103	-0.300923001	-0.023464517	0.062419913
purine nucleoside triphosphate metabolic process	5.013801467	4.903359749	1.886538349	8.217631396	0.017048357	0.040639974	0.101138205	0.067176745
purine ribonucleoside biosynthetic process	1.553175975	1.600054363	0.522083578	3.119230294	-0.094259341	-0.336895969	-0.012465085	-0.009023943
