Geneset.Type	Geneset.ID	Description	P.value	FDR	Effect	Odds.Ratio	Status	N.Geneset.Genes	N.Geneset.Peak.Genes	Geneset.Avg.Gene.Length	Geneset.Peak.Genes
Gene Ontology Biological Process	GO:0006836	neurotransmitter transport	9.2042574773658e-19	4.31679675688456e-16	1.33772485883785	3.81036451899053	enriched	184	79	189880.02173913	9369, 10814, 774, 22895, 127833, 1812, 2572, 4208, 9378, 9699, 9899, 22999, 23025, 140679, 801, 1103, 1813, 2571, 2668, 2914, 5799, 6616, 6853, 8499, 8541, 8618, 9066, 9256, 9379, 9627, 9783, 11255, 22987, 27445, 148281, 41, 135, 488, 815, 1644, 1814, 2055, 2332, 2901, 3382, 3749, 4842, 5663, 5865, 6529, 6531, 6533, 6538, 6571, 6854, 6860, 6861, 7476, 7779, 8224, 8676, 8867, 9152, 9162, 9381, 10815, 11315, 23513, 27163, 57084, 57586, 80331, 114088, 140730, 143425, 348932, 388662, 440279, 594855
Gene Ontology Biological Process	GO:0098655	cation transmembrane transport	1.27040947404625e-18	5.46170206383717e-16	0.740436744025745	2.09685110173274	enriched	757	254	174478.430647292	40, 773, 774, 2902, 150, 491, 2899, 3752, 5336, 51305, 63895, 729993, 476, 777, 1392, 1804, 1812, 2257, 2900, 2903, 3709, 3745, 3778, 4208, 7070, 23415, 30820, 57468, 57620, 80333, 125336, 728215, 478, 610, 785, 801, 1394, 1756, 1813, 2259, 3737, 3746, 3756, 3785, 3786, 3788, 4644, 5138, 5144, 5649, 5923, 5978, 6261, 6263, 6334, 6336, 6509, 6543, 6546, 6547, 7114, 7386, 9254, 10021, 10242, 10368, 10369, 23237, 25769, 27091, 27092, 54207, 55799, 56660, 57113, 59284, 79054, 90134, 91252, 343450, 41, 81, 475, 483, 488, 493, 495, 498, 509, 514, 523, 525, 526, 527, 535, 776, 783, 786, 788, 1137, 1141, 1236, 1260, 1261, 1318, 1329, 1345, 1347, 1351, 1535, 1814, 2185, 2332, 2859, 2898, 2901, 2905, 2917, 3356, 3359, 3708, 3710, 3736, 3738, 3744, 3747, 3748, 3749, 3751, 3757, 3762, 3763, 3768, 3773, 3777, 3781, 3783, 3799, 4067, 4697, 4842, 4878, 4923, 4988, 5025, 5026, 5142, 5621, 5663, 5774, 5777, 5788, 6323, 6326, 6337, 6338, 6340, 6375, 6505, 6528, 6531, 6548, 6717, 6769, 6833, 7040, 7531, 7779, 7871, 8065, 8514, 8912, 8996, 9033, 9104, 9114, 9311, 9368, 9377, 9551, 9780, 10089, 10396, 10463, 10632, 10891, 10975, 11060, 23413, 23542, 26133, 26521, 27012, 27089, 27112, 27133, 29979, 29985, 30818, 30819, 30845, 50944, 51458, 51606, 53373, 54433, 54499, 54503, 54800, 54805, 54946, 55244, 55515, 55584, 55636, 55676, 55800, 56901, 57156, 57181, 57190, 57214, 57338, 57380, 57419, 57582, 57628, 60598, 64116, 79026, 80036, 81033, 81832, 84561, 84766, 90550, 91689, 114780, 116443, 120103, 131096, 148867, 150159, 150684, 155066, 157855, 168507, 283652, 285195, 286133, 344905, 348980, 389015, 644139
Gene Ontology Biological Process	GO:0022008	neurogenesis	2.42368190897787e-18	9.61828843724373e-16	0.560264569296768	1.75113573576462	enriched	1438	471	245150.867176634	9369, 1268, 1620, 7143, 23105, 238, 2047, 2889, 2902, 4978, 8609, 11075, 54437, 55118, 429, 491, 1600, 1788, 1946, 5090, 5295, 5361, 5909, 9024, 10439, 26011, 57556, 64072, 84894, 127833, 378, 577, 639, 869, 1002, 1400, 1608, 1630, 1808, 1812, 2596, 2903, 3084, 3280, 4208, 4747, 4780, 4897, 5818, 6095, 6662, 7070, 8851, 9378, 9480, 9699, 10090, 11178, 22999, 23025, 23242, 54541, 57468, 57502, 57540, 63950, 83482, 84298, 90249, 92558, 114787, 152330, 390992, 116, 463, 861, 864, 1496, 1499, 1687, 1813, 1951, 1977, 2019, 2120, 2288, 2562, 2637, 2668, 2932, 3170, 3398, 3975, 4684, 4744, 4761, 4884, 4916, 5454, 5458, 5530, 5649, 5727, 5728, 5802, 5803, 5923, 5978, 6547, 6616, 6654, 6695, 6900, 7101, 7430, 8022, 8633, 8941, 9394, 9423, 10381, 10570, 10752, 22854, 22954, 23081, 23098, 23114, 23129, 23316, 23440, 23654, 26038, 26047, 27164, 28988, 50861, 50863, 54361, 54549, 54897, 57453, 57580, 57611, 57624, 59336, 64211, 79414, 89796, 91584, 124925, 282991, 390598, 402117, 494470, 644168, 652991, 104, 107, 135, 152, 301, 322, 323, 396, 406, 466, 473, 567, 575, 627, 650, 655, 659, 815, 836, 885, 1000, 1141, 1233, 1270, 1272, 1482, 1613, 1638, 1641, 1656, 1809, 1814, 1840, 1938, 1947, 1959, 1967, 2011, 2055, 2063, 2071, 2131, 2146, 2185, 2332, 2625, 2647, 2674, 2675, 2934, 3066, 3371, 3400, 3418, 3725, 3736, 3798, 3799, 3897, 4009, 4010, 4040, 4067, 4076, 4124, 4131, 4205, 4653, 4664, 4690, 4741, 4756, 4803, 4826, 4842, 4851, 4914, 4967, 4988, 5076, 5081, 5179, 5191, 5291, 5306, 5362, 5365, 5396, 5453, 5456, 5457, 5459, 5501, 5532, 5534, 5590, 5597, 5598, 5599, 5602, 5662, 5663, 5747, 5789, 5800, 5979, 6049, 6091, 6092, 6152, 6299, 6347, 6426, 6456, 6469, 6474, 6478, 6496, 6498, 6585, 6605, 6647, 6653, 6657, 6659, 6709, 6711, 6714, 6860, 6925, 6929, 6935, 7040, 7074, 7077, 7099, 7161, 7248, 7314, 7349, 7414, 7424, 7465, 7473, 7476, 7480, 7482, 7531, 7532, 7832, 7852, 7869, 8239, 8482, 8507, 8650, 8660, 8678, 8766, 8826, 8837, 8842, 8893, 8898, 8925, 8936, 8976, 9043, 9046, 9048, 9138, 9139, 9201, 9247, 9253, 9289, 9355, 9368, 9585, 9592, 9682, 9798, 9820, 9855, 9863, 9912, 10013, 10154, 10215, 10298, 10446, 10507, 10678, 10718, 10810, 10893, 10938, 11020, 11221, 11313, 22876, 22902, 23028, 23043, 23064, 23136, 23314, 23373, 23394, 23413, 23426, 23513, 23531, 23542, 23613, 25777, 26052, 26259, 26999, 27023, 27089, 29882, 29967, 30812, 30813, 30819, 50674, 50944, 51062, 51654, 51684, 51761, 53358, 53616, 54328, 54567, 54806, 54903, 54986, 55330, 55553, 55619, 55636, 55714, 55715, 56288, 56751, 56896, 57096, 57142, 57497, 57498, 57549, 57662, 57688, 57731, 57795, 58158, 60491, 63925, 64221, 64434, 65009, 65059, 65078, 79594, 79600, 79625, 79727, 79789, 80208, 80237, 80243, 80326, 80725, 81532, 81618, 83696, 84623, 85300, 85451, 85464, 89884, 90865, 92737, 112724, 114798, 116443, 118427, 120237, 121643, 134430, 137970, 140735, 150465, 151835, 163175, 167826, 200933, 219409, 221496, 221938, 222662, 222894, 256297, 266727, 283297, 284403, 343472, 348980, 349667, 389658, 440730, 441549
Gene Ontology Biological Process	GO:0048167	regulation of synaptic plasticity	2.75764203547015e-18	1.01619109007075e-15	1.45838062170187	4.2989921938301	enriched	146	65	220699.712328767	7143, 10814, 2902, 266743, 491, 729993, 1392, 1812, 2903, 3745, 4208, 7425, 11178, 22986, 23025, 152330, 1813, 2259, 2915, 4761, 5649, 5728, 5923, 6543, 6547, 6616, 6900, 7101, 8541, 9066, 22941, 23237, 25769, 135, 793, 815, 1816, 1959, 1979, 2185, 2332, 2890, 2898, 3710, 4297, 5532, 5590, 5621, 5663, 5743, 6780, 6855, 6860, 7532, 8766, 9162, 11346, 23373, 29882, 57338, 57406, 81832, 388336, 440279, 729956
Gene Ontology Biological Process	GO:0030001	metal ion transport	1.13114880726989e-17	3.89039779780356e-15	0.696948143829983	2.00761639218384	enriched	814	267	174407.963144963	40, 773, 774, 2902, 150, 491, 2899, 3752, 5336, 51305, 64072, 476, 777, 1392, 1804, 1812, 2257, 2900, 2903, 3603, 3709, 3745, 3778, 5818, 7070, 10268, 23415, 30820, 56923, 57468, 57620, 80333, 125336, 728215, 116, 309, 478, 610, 785, 801, 1394, 1499, 1756, 1813, 2259, 2288, 2771, 3737, 3746, 3756, 3785, 3786, 3788, 4644, 5138, 5144, 5155, 5530, 5579, 5978, 5987, 6261, 6263, 6334, 6336, 6543, 6546, 6547, 7009, 7037, 9254, 10021, 10242, 10368, 10369, 25769, 27091, 27092, 54207, 54407, 55799, 56660, 57113, 59284, 79054, 79570, 90134, 91252, 115584, 343450, 41, 81, 117, 135, 356, 468, 475, 483, 488, 493, 495, 523, 525, 526, 527, 535, 567, 578, 776, 783, 786, 815, 1137, 1141, 1213, 1236, 1260, 1261, 1272, 1318, 1482, 1535, 1814, 1950, 2185, 2332, 2512, 2859, 2898, 2901, 2917, 3356, 3708, 3710, 3736, 3738, 3744, 3747, 3748, 3749, 3751, 3757, 3762, 3763, 3768, 3773, 3777, 3781, 3783, 3799, 4067, 4638, 4842, 4846, 4878, 4923, 4988, 5025, 5026, 5142, 5621, 5663, 5664, 5743, 5774, 5777, 5788, 6323, 6326, 6337, 6338, 6340, 6347, 6375, 6528, 6548, 6717, 6769, 6833, 7040, 7248, 7349, 7421, 7531, 7779, 7871, 8065, 8514, 8912, 8996, 9033, 9104, 9114, 9311, 9368, 9525, 10089, 10266, 10463, 10768, 11060, 23413, 26133, 26521, 27012, 27112, 27133, 29979, 29985, 30818, 30819, 30845, 51606, 53373, 54499, 54503, 54800, 54805, 55240, 55334, 55515, 55584, 55636, 55676, 55800, 55858, 57084, 57181, 57190, 57214, 57338, 57380, 57419, 57582, 57628, 57731, 58515, 60598, 64116, 79026, 80036, 81033, 81832, 84561, 84766, 90550, 91689, 114780, 116443, 131096, 145389, 148867, 150094, 150159, 150684, 151258, 154215, 155066, 157855, 168507, 200010, 283652, 285195, 286133, 344905, 348980, 389015
Gene Ontology Biological Process	GO:0034220	ion transmembrane transport	6.9381023676939e-17	2.2371043821833e-14	0.621602888818675	1.86191008612358	enriched	1028	332	171271.285992218	40, 773, 774, 2902, 150, 491, 2899, 3752, 5336, 51305, 63895, 729993, 476, 777, 1392, 1804, 1812, 2257, 2900, 2903, 3709, 3745, 3778, 4208, 7070, 23415, 30820, 56923, 57468, 57620, 80333, 125336, 140679, 728215, 309, 444, 478, 610, 785, 801, 1394, 1756, 1813, 2259, 2554, 2562, 2566, 2741, 2894, 2906, 3737, 3746, 3756, 3785, 3786, 3788, 4644, 5138, 5144, 5649, 5923, 5978, 6233, 6261, 6263, 6334, 6336, 6509, 6543, 6546, 6547, 6566, 7114, 7386, 9254, 10021, 10242, 10257, 10368, 10369, 10971, 10998, 23237, 25769, 27091, 27092, 51000, 53405, 54207, 54407, 55799, 56660, 57113, 57709, 59284, 79054, 90134, 91252, 121601, 343450, 32, 41, 81, 475, 483, 488, 493, 495, 498, 509, 514, 523, 525, 526, 527, 535, 578, 776, 783, 786, 788, 1137, 1141, 1180, 1192, 1236, 1260, 1261, 1318, 1329, 1345, 1347, 1351, 1376, 1535, 1814, 1831, 2185, 2332, 2563, 2565, 2568, 2570, 2742, 2859, 2890, 2891, 2892, 2893, 2898, 2901, 2904, 2905, 2917, 3356, 3359, 3708, 3710, 3736, 3738, 3744, 3747, 3748, 3749, 3751, 3757, 3762, 3763, 3768, 3773, 3777, 3781, 3783, 3799, 3927, 4067, 4697, 4842, 4878, 4923, 4988, 5025, 5026, 5142, 5172, 5621, 5663, 5724, 5774, 5777, 5788, 5894, 6323, 6326, 6337, 6338, 6340, 6375, 6505, 6506, 6510, 6528, 6531, 6533, 6548, 6717, 6769, 6833, 7040, 7057, 7311, 7314, 7316, 7417, 7531, 7779, 7871, 8001, 8065, 8514, 8660, 8714, 8912, 8996, 9033, 9104, 9114, 9213, 9311, 9356, 9368, 9377, 9551, 9780, 10057, 10089, 10165, 10237, 10396, 10463, 10632, 10768, 10891, 10975, 11060, 11095, 23413, 23443, 23507, 23542, 25932, 26133, 26521, 27012, 27089, 27112, 27133, 28962, 29979, 29985, 30818, 30819, 30845, 50944, 51185, 51422, 51458, 51606, 53373, 54020, 54433, 54499, 54503, 54800, 54805, 54946, 55244, 55515, 55584, 55636, 55676, 55800, 56901, 57084, 57156, 57181, 57190, 57214, 57338, 57380, 57419, 57578, 57582, 57628, 60598, 64116, 79026, 80036, 80727, 81033, 81832, 83988, 84230, 84561, 84766, 90550, 91689, 114780, 115111, 116443, 120103, 124935, 131096, 145389, 148867, 150159, 150684, 151258, 155066, 157855, 168507, 283652, 285175, 285195, 286133, 344905, 348932, 348980, 375611, 388662, 389015, 644139
Gene Ontology Biological Process	GO:0099531	presynaptic process involved in chemical synaptic transmission	1.01361944050025e-16	3.0760368785534e-14	1.40191580077803	4.06297636873614	enriched	146	66	196187.205479452	9369, 10814, 774, 22895, 127833, 1812, 2572, 4208, 9378, 9699, 22999, 23025, 140679, 801, 1103, 1813, 2571, 2668, 2914, 5799, 6616, 6853, 8499, 8541, 8618, 9066, 9256, 9379, 9627, 9783, 11255, 27445, 148281, 41, 135, 488, 815, 1814, 2332, 2901, 3749, 5663, 5865, 6531, 6571, 6854, 6860, 6861, 7476, 7779, 8224, 8676, 8867, 9162, 9381, 10815, 11315, 23513, 27163, 57586, 80331, 114088, 140730, 143425, 440279, 594855
Gene Ontology Biological Process	GO:0042391	regulation of membrane potential	1.79753898342489e-16	5.15194645304945e-14	0.920388134942585	2.51026452225289	enriched	379	159	225324.437994723	40, 1268, 773, 774, 2902, 266743, 2899, 3752, 63895, 476, 777, 1812, 2257, 2900, 2903, 3745, 3778, 4208, 4897, 9378, 9699, 22999, 23415, 56853, 57502, 116, 478, 610, 785, 1756, 1906, 2259, 2554, 2562, 2741, 2894, 2906, 2915, 3737, 3756, 3786, 5530, 5649, 5728, 6334, 6336, 6546, 6547, 9783, 10021, 10242, 10369, 22997, 23316, 27092, 55186, 90134, 124925, 594857, 18, 41, 135, 483, 488, 578, 637, 776, 783, 885, 1137, 1141, 1180, 1192, 1260, 1261, 2185, 2332, 2629, 2742, 2859, 2890, 2891, 2892, 2893, 2898, 2901, 2904, 2905, 3725, 3736, 3751, 3757, 3762, 3781, 3783, 3799, 4297, 4653, 4878, 4923, 4988, 5025, 5026, 5172, 5366, 5590, 5663, 5774, 6323, 6326, 6548, 6647, 6714, 6717, 7314, 7476, 7531, 7871, 8001, 8898, 8912, 9162, 9370, 9775, 9780, 10399, 10550, 10935, 11060, 11315, 11334, 23373, 23542, 23593, 23613, 23620, 27068, 27133, 29119, 30819, 30845, 50944, 53373, 55022, 55584, 55800, 57369, 79594, 79784, 81033, 81832, 93974, 115111, 116443, 131096, 140730, 151647, 348980, 375611
Gene Ontology Biological Process	GO:0031175	neuron projection development	2.40570652696011e-16	6.5321263013617e-14	0.655987086611918	1.92704373796162	enriched	828	291	269688.717391304	9369, 1268, 7143, 23105, 2047, 2889, 2902, 8609, 11075, 54437, 55118, 1600, 1946, 5295, 5361, 5909, 9024, 10439, 57556, 84894, 127833, 378, 577, 1002, 1400, 1630, 1808, 2596, 3084, 4208, 4747, 4780, 4897, 5818, 7070, 8851, 9378, 9699, 10090, 11178, 22999, 23025, 23242, 57468, 84298, 90249, 92558, 114787, 152330, 116, 1496, 1813, 1951, 2288, 2637, 2668, 2932, 3975, 4684, 4744, 4884, 4916, 5454, 5458, 5530, 5649, 5728, 5802, 5803, 5923, 6616, 6654, 6695, 6900, 7101, 7430, 8022, 8633, 9423, 10381, 10570, 10752, 22854, 22954, 23098, 23114, 23129, 23316, 23654, 26047, 28988, 50861, 57453, 57580, 57611, 57624, 79414, 91584, 124925, 282991, 494470, 644168, 104, 107, 135, 322, 323, 396, 466, 473, 567, 575, 627, 655, 659, 815, 885, 1141, 1270, 1272, 1809, 1947, 1959, 2011, 2131, 2146, 2185, 2332, 2625, 2647, 2674, 2675, 3066, 3371, 3725, 3798, 3799, 3897, 4009, 4067, 4076, 4131, 4205, 4653, 4690, 4741, 4756, 4803, 4851, 4914, 5076, 5291, 5306, 5362, 5365, 5396, 5457, 5459, 5532, 5590, 5597, 5598, 5662, 5663, 5747, 5789, 5800, 5979, 6049, 6091, 6092, 6152, 6456, 6469, 6474, 6478, 6498, 6585, 6709, 6711, 6714, 6860, 7074, 7248, 7314, 7349, 7414, 7465, 7473, 7476, 7832, 7869, 8239, 8482, 8507, 8650, 8660, 8766, 8826, 8837, 8925, 8936, 8976, 9046, 9048, 9138, 9139, 9201, 9253, 9355, 9585, 9798, 9820, 9863, 9912, 10013, 10154, 10298, 10446, 10507, 10678, 10938, 11313, 22876, 22902, 23028, 23043, 23064, 23136, 23373, 23394, 23413, 23426, 23542, 23613, 26052, 26259, 26999, 27023, 29882, 29967, 50674, 50944, 51062, 51761, 53358, 54986, 55330, 55619, 55714, 55715, 56288, 56896, 57142, 57497, 57498, 57549, 57662, 57688, 57731, 63925, 64221, 65009, 65059, 65078, 79594, 79600, 79625, 79789, 80208, 80243, 80725, 81532, 81618, 84623, 85300, 85464, 89884, 114798, 116443, 134430, 137970, 150465, 151835, 200933, 283297, 343472, 349667, 389658, 440730, 441549
Gene Ontology Biological Process	GO:0023061	signal release	5.00490578413499e-16	1.29101544701762e-13	0.880350079631227	2.41174386104941	enriched	411	150	190268.355231144	9369, 1268, 10814, 773, 774, 150, 1946, 9024, 22895, 127833, 777, 1392, 2572, 2587, 3709, 3745, 4208, 5991, 7425, 8874, 9378, 9699, 22999, 23025, 140679, 116, 801, 1103, 1394, 1813, 1906, 2571, 2914, 3170, 3625, 4087, 4644, 5530, 5799, 5978, 6566, 6616, 6853, 6926, 8499, 8541, 8618, 9066, 9254, 9256, 9379, 9607, 9627, 9783, 11255, 23409, 27445, 55512, 80223, 148281, 389692, 399979, 18, 41, 135, 152, 291, 292, 301, 406, 408, 488, 776, 815, 2332, 2625, 2692, 2693, 2778, 2865, 2901, 3172, 3350, 3356, 3382, 3667, 3708, 3710, 3747, 3749, 3799, 4041, 4067, 4160, 4826, 4843, 4988, 5208, 5532, 5663, 5798, 5894, 6513, 6571, 6659, 6717, 6720, 6833, 6854, 6860, 6861, 7074, 7124, 7200, 7349, 7432, 7476, 7779, 8224, 8660, 8676, 8867, 9162, 9370, 9381, 9515, 9971, 10815, 10911, 23410, 23513, 27163, 51167, 51714, 55636, 55638, 57586, 65985, 80331, 84522, 90550, 114088, 130399, 131177, 140730, 143425, 286676, 415116, 440279, 594855
Gene Ontology Biological Process	GO:0007612	learning	1.26639292967246e-15	3.11110529722867e-13	1.40439675625084	4.07306894663549	enriched	132	62	286192.96969697	9369, 7143, 2902, 266743, 378, 577, 1392, 1812, 2903, 9378, 22986, 57468, 57502, 478, 1813, 2019, 2915, 4761, 4885, 5649, 6543, 6547, 6616, 6900, 9379, 22941, 23237, 25769, 26047, 594857, 41, 1141, 1621, 1814, 1816, 2055, 2353, 2917, 3725, 4212, 4297, 4923, 5532, 5743, 6529, 7349, 7832, 8086, 8867, 9162, 9775, 10396, 11346, 23259, 23542, 27023, 50944, 57338, 64220, 65009, 81832, 84152
Gene Ontology Biological Process	GO:0098662	inorganic cation transmembrane transport	1.54005964314398e-15	3.61143986317262e-13	0.714319142700214	2.0427953565347	enriched	661	224	180693.909228442	40, 773, 774, 2902, 150, 491, 2899, 3752, 5336, 51305, 476, 777, 1804, 1812, 2257, 2900, 2903, 3709, 3745, 3778, 7070, 23415, 30820, 57468, 57620, 80333, 125336, 728215, 478, 610, 785, 801, 1394, 1756, 1813, 2259, 3737, 3746, 3756, 3785, 3786, 3788, 4644, 5138, 5144, 5978, 6261, 6263, 6334, 6336, 6543, 6546, 6547, 7386, 9254, 10021, 10242, 10368, 10369, 25769, 27091, 27092, 54207, 55799, 56660, 57113, 59284, 79054, 90134, 91252, 343450, 41, 81, 475, 483, 488, 493, 495, 498, 509, 514, 523, 525, 526, 527, 535, 776, 783, 786, 1236, 1260, 1261, 1318, 1329, 1345, 1347, 1351, 1535, 1814, 2185, 2332, 2859, 2898, 2901, 2917, 3356, 3708, 3710, 3736, 3738, 3744, 3747, 3748, 3749, 3751, 3757, 3762, 3763, 3768, 3773, 3777, 3781, 3783, 3799, 4067, 4697, 4842, 4878, 4923, 4988, 5142, 5621, 5663, 5774, 5777, 5788, 6323, 6326, 6337, 6338, 6340, 6375, 6528, 6548, 6717, 6769, 6833, 7040, 7531, 7779, 7871, 8065, 8514, 8912, 8996, 9033, 9104, 9114, 9311, 9368, 9377, 9551, 10089, 10396, 10632, 10975, 11060, 23413, 26133, 27012, 27089, 27112, 27133, 29979, 29985, 30818, 30819, 30845, 51606, 53373, 54499, 54503, 54800, 54805, 55244, 55515, 55584, 55636, 55676, 55800, 56901, 57181, 57190, 57214, 57338, 57380, 57419, 57582, 57628, 60598, 64116, 79026, 80036, 81033, 81832, 84561, 84766, 90550, 91689, 114780, 116443, 131096, 148867, 150159, 150684, 155066, 157855, 168507, 283652, 285195, 286133, 344905, 348980, 389015
Gene Ontology Biological Process	GO:0001505	regulation of neurotransmitter levels	1.96543475732802e-15	4.40855561437185e-13	1.22926923513497	3.41873033522473	enriched	182	73	184427.186813187	9369, 10814, 774, 22895, 127833, 1812, 2572, 4208, 9378, 9699, 22999, 23025, 51222, 140679, 801, 1103, 1813, 2571, 2668, 2914, 5799, 6616, 6853, 8499, 8541, 8618, 9066, 9256, 9379, 9627, 9783, 11255, 27445, 148281, 18, 41, 135, 488, 815, 1621, 1814, 2055, 2332, 2901, 3749, 4128, 4842, 5663, 5865, 6531, 6571, 6854, 6860, 6861, 7476, 7779, 8224, 8676, 8867, 9162, 9381, 10815, 11315, 23513, 26002, 27163, 57586, 80331, 114088, 140730, 143425, 440279, 594855
Gene Ontology Biological Process	GO:0006811	ion transport	7.03681395419689e-15	1.51262179957091e-12	0.498021661404456	1.64546276605253	enriched	1539	461	156879.69005848	40, 1268, 773, 774, 2902, 150, 491, 2899, 3752, 5336, 51305, 63895, 64072, 729993, 476, 777, 1392, 1804, 1812, 2257, 2900, 2903, 3040, 3603, 3709, 3745, 3778, 4208, 5818, 7070, 10268, 22999, 23415, 30820, 56923, 57468, 57620, 80333, 121260, 125336, 140679, 728215, 116, 309, 444, 478, 610, 785, 801, 1394, 1499, 1756, 1813, 1906, 2259, 2288, 2554, 2562, 2566, 2668, 2741, 2771, 2894, 2906, 3737, 3746, 3756, 3785, 3786, 3788, 4644, 5138, 5144, 5155, 5321, 5530, 5579, 5580, 5608, 5649, 5923, 5978, 5987, 6233, 6256, 6261, 6263, 6334, 6336, 6509, 6543, 6546, 6547, 6566, 6616, 7009, 7037, 7114, 7386, 8499, 8541, 9066, 9254, 9256, 10021, 10242, 10257, 10368, 10369, 10971, 10998, 11255, 23120, 23237, 25769, 27091, 27092, 51000, 53405, 54207, 54407, 55799, 56660, 57113, 57709, 59284, 63910, 79054, 79570, 90134, 91252, 115584, 121601, 343450, 18, 24, 32, 41, 81, 117, 135, 213, 291, 292, 301, 356, 468, 475, 483, 488, 493, 495, 498, 509, 514, 523, 525, 526, 527, 535, 567, 578, 634, 762, 776, 783, 786, 788, 815, 885, 949, 1137, 1141, 1180, 1192, 1213, 1236, 1260, 1261, 1272, 1318, 1329, 1345, 1347, 1351, 1376, 1408, 1482, 1535, 1814, 1831, 1950, 2055, 2181, 2185, 2332, 2512, 2563, 2565, 2568, 2570, 2742, 2744, 2806, 2859, 2890, 2891, 2892, 2893, 2898, 2901, 2904, 2905, 2912, 2917, 3350, 3351, 3356, 3359, 3565, 3708, 3710, 3736, 3738, 3744, 3747, 3748, 3749, 3751, 3757, 3762, 3763, 3768, 3773, 3777, 3781, 3783, 3799, 3927, 4067, 4638, 4697, 4842, 4843, 4846, 4878, 4923, 4948, 4988, 5020, 5025, 5026, 5142, 5167, 5172, 5306, 5465, 5621, 5663, 5664, 5724, 5743, 5774, 5777, 5788, 5865, 5894, 6323, 6326, 6337, 6338, 6340, 6342, 6347, 6375, 6505, 6506, 6510, 6513, 6515, 6528, 6529, 6531, 6533, 6538, 6548, 6571, 6717, 6769, 6833, 6860, 7040, 7057, 7200, 7248, 7311, 7314, 7316, 7349, 7417, 7421, 7531, 7779, 7871, 8001, 8065, 8402, 8514, 8529, 8660, 8714, 8912, 8996, 9033, 9104, 9114, 9121, 9152, 9213, 9311, 9356, 9368, 9377, 9525, 9551, 9619, 9780, 9971, 10057, 10089, 10165, 10227, 10237, 10266, 10396, 10463, 10499, 10550, 10559, 10632, 10650, 10768, 10815, 10891, 10975, 10999, 11060, 11095, 11309, 11315, 23413, 23443, 23507, 23542, 25932, 26133, 26154, 26505, 26507, 26521, 27012, 27089, 27112, 27133, 27165, 28962, 29979, 29985, 30818, 30819, 30845, 50944, 51167, 51185, 51422, 51458, 51499, 51606, 51761, 53373, 54020, 54433, 54499, 54503, 54800, 54805, 54946, 55240, 55244, 55334, 55515, 55584, 55636, 55676, 55800, 55858, 56901, 57084, 57153, 57156, 57181, 57190, 57214, 57338, 57380, 57419, 57578, 57582, 57605, 57628, 57731, 58515, 60598, 64116, 79026, 80036, 80727, 81033, 81832, 83394, 83988, 84230, 84561, 84766, 90550, 91689, 114780, 114882, 114884, 115111, 115286, 116443, 120103, 124935, 131096, 145389, 148867, 150094, 150159, 150684, 151258, 154091, 154215, 155066, 157855, 168507, 200010, 204962, 222662, 283652, 285175, 285195, 286133, 344905, 348932, 348980, 375611, 376497, 388662, 389015, 644139
Gene Ontology Biological Process	GO:0007269	neurotransmitter secretion	1.22572837024029e-14	2.43212794694987e-12	1.35635414536207	3.8820142105344	enriched	136	59	201496.955882353	9369, 10814, 774, 22895, 127833, 2572, 4208, 9378, 9699, 22999, 23025, 140679, 801, 1103, 2571, 2914, 5799, 6616, 6853, 8499, 8541, 8618, 9066, 9256, 9379, 9627, 9783, 11255, 27445, 148281, 41, 135, 488, 815, 2332, 2901, 3749, 5663, 6571, 6854, 6860, 6861, 7476, 7779, 8224, 8676, 8867, 9162, 9381, 10815, 23513, 27163, 57586, 80331, 114088, 140730, 143425, 440279, 594855
Gene Ontology Biological Process	GO:0099643	signal release from synapse	1.22572837024029e-14	2.43212794694987e-12	1.35635414536207	3.8820142105344	enriched	136	59	201496.955882353	9369, 10814, 774, 22895, 127833, 2572, 4208, 9378, 9699, 22999, 23025, 140679, 801, 1103, 2571, 2914, 5799, 6616, 6853, 8499, 8541, 8618, 9066, 9256, 9379, 9627, 9783, 11255, 27445, 148281, 41, 135, 488, 815, 2332, 2901, 3749, 5663, 6571, 6854, 6860, 6861, 7476, 7779, 8224, 8676, 8867, 9162, 9381, 10815, 23513, 27163, 57586, 80331, 114088, 140730, 143425, 440279, 594855
